event_id,timestamp,region,substation_id,transformer_id,latitude,longitude,voltage_kv,current_amp,power_mw,frequency_hz,load_percent,power_factor,temperature_c,energy_generated_mwh,energy_consumed_mwh,outage_duration_min,communication_latency_ms,fault_indicator,anomaly_score,risk_score,status,anomaly_type
EVT-0000121,2025-06-05 05:23:08.243735,West,SUB-007,TR-007002,18.5204,73.8567,40.59,8.52,0.33,50.03,16.11,0.9472,36.65,58.26,57.48,0.0,1.67,0,0.0298,3,Normal,Normal
EVT-0000122,2025-06-25 06:12:18.925294,West,SUB-007,TR-007003,18.5204,73.8567,42.68,60.15,2.31,50.17,66.35,0.9,50.0,28.73,-2.0,0.0,9.42,0,0.1407,59,Warning,Generation Drop
EVT-0000123,2025-04-18 13:23:04.916065,West,SUB-007,TR-007004,18.5204,73.8567,38.54,63.89,2.27,50.04,66.0,0.922,44.0,-2.61,-7.09,0.0,11.52,0,0.0667,50,Warning,Unexpected Consumption
EVT-0000124,2025-06-21 11:46:54.292248,West,SUB-007,TR-007005,18.5204,73.8567,43.5,80.22,3.14,49.84,84.0,0.9,53.05,-11.0,-7.1,0.0,4.5,0,0.2888,78,High Risk,Overload
EVT-0000125,2025-05-08 16:33:48.931593,West,SUB-007,TR-007006,18.5204,73.8567,40.44,47.5,1.8,49.98,48.0,0.9369,42.32,29.47,2.68,0.0,2.59,0,0.0207,24,Normal,Normal
EVT-0000126,2025-04-14 19:32:05.794357,West,SUB-007,TR-007007,18.5204,73.8567,40.96,20.56,0.83,50.01,24.55,0.9894,38.78,13.24,17.76,0.0,12.0,0,0.0396,11,Normal,Normal
EVT-0000127,2025-06-24 14:14:38.027910,West,SUB-007,TR-007008,18.5204,73.8567,39.38,43.32,1.63,49.94,48.0,0.9543,41.61,38.12,-15.31,0.0,1.79,0,0.0363,28,Normal,Normal
EVT-0000128,2025-04-30 10:00:45.365966,West,SUB-007,TR-007009,18.5204,73.8567,37.65,82.6,2.78,49.74,84.0,0.895,56.18,143.28,-31.4,0.0,3.66,0,0.274,75,High Risk,Overload
EVT-0000129,2025-05-08 20:53:49.177199,West,SUB-007,TR-007010,18.5204,73.8567,40.43,23.8,0.92,50.03,24.89,0.9546,38.83,-92.25,-19.13,0.0,3.18,0,0.0234,13,Normal,Normal
EVT-0000130,2025-04-30 03:13:53.281662,West,SUB-007,TR-007011,18.5204,73.8567,39.16,22.62,0.84,49.94,25.88,0.943,39.76,1.5,-3.47,0.0,1.92,0,0.0455,14,Normal,Normal
EVT-0000131,2025-05-05 11:26:51.041122,West,SUB-007,TR-007012,18.5204,73.8567,39.27,66.46,2.42,50.04,66.0,0.9287,44.55,60.79,-14.9,0.0,6.52,0,0.0379,44,Low,Generation Drop
EVT-0000132,2025-05-26 17:34:02.369881,West,SUB-007,TR-007013,18.5204,73.8567,37.02,66.09,2.2,49.83,79.78,0.9,51.76,52.23,-16.27,0.0,7.53,0,0.2354,71,High Risk,Generation Drop
EVT-0000133,2025-06-04 10:40:29.000510,West,SUB-007,TR-007014,18.5204,73.8567,43.22,77.92,2.91,49.85,81.99,0.8653,55.13,-116.3,23.59,0.0,26.06,0,0.2724,76,High Risk,Transformer Fault
EVT-0000134,2025-06-21 17:29:38.422812,West,SUB-007,TR-007015,18.5204,73.8567,37.11,65.72,2.05,49.79,70.0,0.84,56.0,-40.29,14.67,0.0,22.51,0,0.187,63,Warning,Transformer Fault
EVT-0000135,2025-05-16 07:37:41.263534,West,SUB-007,TR-007016,18.5204,73.8567,40.25,48.49,1.84,50.03,48.0,0.9429,43.21,-77.27,10.77,0.0,4.76,0,0.0155,26,Normal,Normal
EVT-0000136,2025-06-05 20:39:34.245859,West,SUB-007,TR-007017,18.5204,73.8567,39.54,16.59,0.61,49.98,20.64,0.934,37.54,19.05,-9.25,0.0,2.1,0,0.0219,7,Normal,Normal
EVT-0000137,2025-04-14 15:52:58.476856,West,SUB-007,TR-007018,18.5204,73.8567,36.87,70.43,2.23,50.23,75.16,0.8604,50.67,65.01,25.04,0.0,5.0,0,0.2265,67,Warning,Generation Drop
EVT-0000138,2025-05-25 19:01:42.904232,West,SUB-007,TR-007019,18.5204,73.8567,39.0,30.9,1.14,50.02,18.77,0.9437,37.91,42.81,22.13,0.0,11.59,0,0.0431,9,Normal,Normal
EVT-0000139,2025-05-03 16:30:08.293873,West,SUB-007,TR-007020,18.5204,73.8567,39.84,46.74,1.8,49.96,48.0,0.9656,43.28,-0.15,5.75,0.0,6.13,0,0.0147,26,Normal,Normal
EVT-0000140,2025-04-28 01:32:51.489765,South,SUB-008,TR-008001,13.0827,80.2707,39.1,35.33,1.31,49.98,32.7,0.9498,44.12,-18.14,-16.35,0.0,1.62,0,0.0402,18,Normal,Normal
EVT-0000141,2025-06-09 15:27:40.825774,South,SUB-008,TR-008002,13.0827,80.2707,40.45,47.59,1.8,49.96,48.0,0.9365,42.03,-74.93,-8.54,0.0,12.0,0,0.0265,31,Low,Transformer Fault
EVT-0000142,2025-05-31 10:55:44.429233,South,SUB-008,TR-008003,13.0827,80.2707,40.64,41.43,1.59,49.9,48.0,0.9418,40.83,-7.66,-11.3,0.0,3.47,0,0.0453,30,Low,Communication Failure
EVT-0000143,2025-05-29 09:08:20.090000,South,SUB-008,TR-008004,13.0827,80.2707,36.39,98.79,2.51,50.34,100.0,0.6981,63.0,-82.76,-26.32,0.0,39.95,1,0.7967,100,Critical,Compound Anomaly
EVT-0000144,2025-05-11 14:36:35.720129,South,SUB-008,TR-008005,13.0827,80.2707,36.49,100.02,2.85,49.68,100.0,0.78,73.93,-73.41,23.4,0.0,52.17,0,0.6523,100,Critical,Communication Failure
EVT-0000145,2025-04-11 02:01:57.108858,South,SUB-008,TR-008006,13.0827,80.2707,41.59,40.46,1.56,49.99,40.0,0.9281,44.0,131.67,-5.96,0.0,7.33,0,0.0663,29,Normal,Normal
EVT-0000146,2025-04-05 20:27:43.094455,South,SUB-008,TR-008007,13.0827,80.2707,43.05,62.86,1.92,50.23,70.0,0.709,56.0,-57.62,-12.14,0.0,6.64,0,0.24,68,Warning,Power Factor Anomaly
EVT-0000147,2025-05-27 23:31:54.142833,South,SUB-008,TR-008008,13.0827,80.2707,36.44,72.72,1.84,50.26,70.0,0.6958,56.0,-42.31,6.19,11.55,35.32,1,0.47,81,High Risk,Voltage Fluctuation
EVT-0000148,2025-04-23 17:37:12.382969,South,SUB-008,TR-008009,13.0827,80.2707,39.37,43.03,1.56,50.05,48.0,0.9204,43.8,-108.15,-9.4,0.0,4.07,0,0.0345,26,Normal,Normal
EVT-0000149,2025-05-13 04:45:49.525681,South,SUB-008,TR-008010,13.0827,80.2707,41.0,33.42,1.32,50.02,27.37,0.9599,39.22,12.06,17.41,0.0,1.32,0,0.0443,12,Normal,Normal
EVT-0000150,2025-06-15 05:40:33.581001,South,SUB-008,TR-008011,13.0827,80.2707,41.0,19.39,0.72,49.99,21.72,0.9075,41.85,-17.89,22.37,0.0,3.84,0,0.0426,8,Normal,Normal
EVT-0000151,2025-06-09 20:34:17.335830,South,SUB-008,TR-008012,13.0827,80.2707,38.61,38.4,1.3,49.91,40.0,0.8773,44.0,-14.79,17.05,23.02,12.1,0,0.0805,26,Normal,Normal
EVT-0000152,2025-05-31 14:39:28.931721,South,SUB-008,TR-008013,13.0827,80.2707,39.0,50.81,1.84,50.02,48.0,0.928,39.01,76.25,9.02,0.0,3.99,0,0.0447,28,Normal,Normal
EVT-0000153,2025-06-24 19:06:14.372125,South,SUB-008,TR-008014,13.0827,80.2707,37.4,54.63,1.84,49.82,58.0,0.9,50.0,-39.04,-17.44,0.0,20.18,0,0.1395,52,Warning,Communication Failure
EVT-0000154,2025-06-09 03:48:25.394402,South,SUB-008,TR-008015,13.0827,80.2707,40.07,37.49,1.42,50.08,29.37,0.9474,40.86,24.84,15.68,0.0,12.0,0,0.0199,10,Normal,Normal
EVT-0000155,2025-05-06 21:25:34.034246,South,SUB-008,TR-008016,13.0827,80.2707,37.24,56.86,1.91,50.19,58.0,0.9,50.0,-64.73,-31.45,0.0,10.14,0,0.1489,54,Warning,Power Factor Anomaly
EVT-0000156,2025-05-23 23:05:09.367935,South,SUB-008,TR-008017,13.0827,80.2707,42.5,35.59,1.37,49.93,40.0,0.9055,44.0,68.95,30.69,0.0,3.6,0,0.1137,35,Low,Generation Drop
EVT-0000157,2025-05-05 16:46:32.009052,South,SUB-008,TR-008018,13.0827,80.2707,36.65,75.92,2.38,49.85,84.0,0.8553,54.27,-46.21,-16.76,0.0,30.38,0,0.2962,76,High Risk,Overload
EVT-0000158,2025-05-29 11:52:59.673893,South,SUB-008,TR-008019,13.0827,80.2707,45.21,87.77,2.91,49.67,97.53,0.7336,63.0,25.26,-17.26,32.83,6.34,0,0.6267,98,Critical,Compound Anomaly
EVT-0000159,2025-04-13 10:28:21.556628,South,SUB-008,TR-008020,13.0827,80.2707,39.41,42.44,1.61,50.04,48.0,0.9643,41.46,19.81,32.93,0.0,7.29,0,0.0319,26,Normal,Normal
EVT-0000160,2025-04-16 22:09:05.574484,South,SUB-009,TR-009001,17.385,78.4867,37.34,58.48,1.79,49.76,70.0,0.8212,56.0,-1.46,-5.52,0.0,21.6,0,0.189,70,High Risk,Power Factor Anomaly
EVT-0000161,2025-05-30 09:41:13.621053,South,SUB-009,TR-009002,17.385,78.4867,36.28,71.57,2.12,49.77,74.84,0.8179,56.0,-1.72,-20.68,0.0,11.14,0,0.2717,71,High Risk,Voltage Fluctuation
EVT-0000162,2025-04-11 15:24:45.808493,South,SUB-009,TR-009003,17.385,78.4867,39.0,42.79,1.54,50.01,48.0,0.9239,41.6,93.53,-23.75,0.0,4.94,0,0.0422,33,Low,Unexpected Consumption
EVT-0000163,2025-05-23 17:59:15.309439,South,SUB-009,TR-009004,17.385,78.4867,43.6,68.59,2.5,50.2,69.84,0.8375,50.0,60.38,23.43,0.0,4.6,0,0.2056,68,Warning,Generation Drop
EVT-0000164,2025-04-04 15:14:35.051326,South,SUB-009,TR-009005,17.385,78.4867,40.97,48.0,1.86,49.93,48.0,0.9484,42.66,-32.95,-30.47,0.0,4.92,0,0.0532,32,Low,Overload
EVT-0000165,2025-06-13 22:32:07.661049,South,SUB-009,TR-009006,17.385,78.4867,43.36,55.51,2.12,49.77,58.0,0.8798,50.0,-21.18,11.43,0.0,20.52,0,0.1861,57,Warning,Transformer Fault
EVT-0000166,2025-04-22 03:53:44.594184,South,SUB-009,TR-009007,17.385,78.4867,39.95,17.73,0.66,49.97,23.82,0.9339,41.48,-25.19,22.67,0.0,12.0,0,0.009,7,Normal,Normal
EVT-0000167,2025-05-18 19:13:05.819991,South,SUB-009,TR-009008,17.385,78.4867,40.87,25.08,0.95,50.05,18.09,0.9249,37.29,-94.88,6.51,0.0,1.17,0,0.0454,5,Normal,Normal
EVT-0000168,2025-04-25 23:39:40.807617,South,SUB-009,TR-009009,17.385,78.4867,39.52,12.5,0.47,49.91,22.23,0.9589,40.2,15.4,13.99,0.0,6.5,0,0.0368,8,Normal,Normal
EVT-0000169,2025-06-29 07:06:27.560968,South,SUB-009,TR-009010,17.385,78.4867,43.56,72.41,2.59,49.83,78.38,0.8218,51.96,62.28,4.1,0.0,5.94,0,0.273,72,High Risk,Generation Drop
EVT-0000170,2025-05-22 16:05:59.668399,South,SUB-009,TR-009011,17.385,78.4867,36.96,73.95,2.3,50.2,72.68,0.84,56.0,-0.87,4.82,94.19,5.44,0,0.2119,72,High Risk,Transformer Fault
EVT-0000171,2025-05-04 05:33:47.843848,South,SUB-009,TR-009012,17.385,78.4867,43.43,53.31,1.85,50.22,58.0,0.7998,50.0,-110.38,-24.59,0.0,3.67,0,0.2154,58,Warning,Frequency Deviation
EVT-0000172,2025-04-30 12:30:06.769341,South,SUB-009,TR-009013,17.385,78.4867,43.29,75.89,2.78,49.83,84.0,0.8461,51.28,-30.52,-15.04,0.0,5.35,0,0.2994,75,High Risk,Overload
EVT-0000173,2025-05-23 05:16:40.728793,South,SUB-009,TR-009014,17.385,78.4867,40.04,15.53,0.59,50.07,19.75,0.9445,36.97,94.95,0.56,0.0,2.75,0,0.0152,1,Normal,Normal
EVT-0000174,2025-05-26 04:03:04.264114,South,SUB-009,TR-009015,17.385,78.4867,39.35,27.09,0.98,50.01,24.85,0.9171,38.42,40.96,6.51,0.0,6.74,0,0.0287,13,Normal,Normal
EVT-0000175,2025-06-29 02:40:01.067684,South,SUB-009,TR-009016,17.385,78.4867,39.0,26.76,1.01,49.9,20.4,0.9723,38.25,64.22,1.5,0.0,12.0,0,0.06,14,Normal,Normal
EVT-0000176,2025-06-03 12:50:50.281878,South,SUB-009,TR-009017,17.385,78.4867,39.0,38.55,1.4,50.05,48.0,0.9297,38.39,27.89,3.67,0.0,3.18,0,0.0491,29,Normal,Normal
EVT-0000177,2025-05-05 09:31:37.766157,South,SUB-009,TR-009018,17.385,78.4867,39.0,48.78,1.75,50.08,48.0,0.922,45.21,-1.0,1.14,0.0,1.05,0,0.0569,31,Low,Frequency Deviation
EVT-0000178,2025-06-08 04:56:25.809882,South,SUB-009,TR-009019,17.385,78.4867,42.75,61.4,2.2,50.29,70.0,0.84,56.0,12.62,33.92,0.0,24.51,0,0.1955,67,Warning,Frequency Deviation
EVT-0000179,2025-06-20 08:03:19.210244,South,SUB-009,TR-009020,17.385,78.4867,39.0,47.07,1.75,50.1,48.0,0.952,41.66,99.97,-29.21,0.0,6.56,0,0.06,29,Normal,Normal
EVT-0000180,2025-05-26 09:38:09.910290,South,SUB-010,TR-010001,12.9716,77.5946,39.68,40.48,1.51,49.97,48.0,0.938,43.64,54.29,9.08,0.0,1.66,0,0.0178,28,Normal,Normal
EVT-0000181,2025-06-27 18:38:42.297179,South,SUB-010,TR-010002,12.9716,77.5946,39.85,28.15,1.07,50.0,29.46,0.9559,37.9,-3.97,12.51,0.0,7.75,0,0.0063,11,Normal,Normal
EVT-0000182,2025-06-25 07:56:54.255065,South,SUB-010,TR-010003,12.9716,77.5946,39.94,36.83,1.38,50.08,39.41,0.9358,39.79,-17.37,11.08,0.0,3.43,0,0.0177,17,Normal,Normal
EVT-0000183,2025-04-18 07:52:34.123069,South,SUB-010,TR-010004,12.9716,77.5946,39.59,41.38,1.52,49.93,47.25,0.927,41.36,60.37,5.5,0.0,2.07,0,0.0299,25,Normal,Normal
EVT-0000184,2025-05-05 06:21:37.756201,South,SUB-010,TR-010005,12.9716,77.5946,38.65,38.16,1.37,50.09,46.69,0.9282,44.0,0.85,-33.14,7.55,6.42,0,0.0713,34,Low,Generation Drop
EVT-0000185,2025-04-06 04:17:54.303502,South,SUB-010,TR-010006,12.9716,77.5946,37.4,72.77,2.29,50.27,70.0,0.84,56.0,-54.52,28.86,0.0,6.6,0,0.1855,69,Warning,Frequency Deviation
EVT-0000186,2025-04-04 15:45:23.556453,South,SUB-010,TR-010007,12.9716,77.5946,36.29,72.43,1.94,50.21,75.39,0.7388,56.0,16.21,16.92,13.99,4.06,0,0.2976,75,High Risk,Power Factor Anomaly
EVT-0000187,2025-05-06 07:30:31.822256,South,SUB-010,TR-010008,12.9716,77.5946,40.5,42.0,1.61,50.0,42.53,0.9455,40.41,-31.96,2.65,0.0,7.38,0,0.0206,18,Normal,Normal
EVT-0000188,2025-05-03 00:07:04.526119,South,SUB-010,TR-010009,12.9716,77.5946,43.25,56.91,2.17,49.81,58.0,0.8806,50.0,-2.39,37.7,0.0,5.01,0,0.1741,59,Warning,Power Factor Anomaly
EVT-0000189,2025-05-10 23:32:25.486988,South,SUB-010,TR-010010,12.9716,77.5946,39.37,10.41,0.39,50.0,15.0,0.9564,39.03,17.39,-17.13,0.0,5.89,0,0.0258,6,Normal,Normal
EVT-0000190,2025-05-21 14:46:51.406480,South,SUB-010,TR-010011,12.9716,77.5946,40.7,45.54,1.77,49.9,48.0,0.9529,42.43,-47.68,-28.19,0.0,5.15,0,0.048,31,Low,Voltage Fluctuation
EVT-0000191,2025-04-08 05:13:41.108807,South,SUB-010,TR-010012,12.9716,77.5946,39.0,15.23,0.55,49.91,17.39,0.9283,38.62,53.45,-25.48,0.0,12.0,0,0.0571,9,Normal,Normal
EVT-0000192,2025-06-14 14:28:02.037188,South,SUB-010,TR-010013,12.9716,77.5946,40.39,40.89,1.56,49.98,48.0,0.9452,42.64,3.54,0.33,0.0,1.86,0,0.0196,26,Normal,Normal
EVT-0000193,2025-05-03 02:23:40.927754,South,SUB-010,TR-010014,12.9716,77.5946,36.45,48.15,1.42,49.77,58.0,0.8089,50.0,-1.48,13.73,0.0,3.28,0,0.2191,60,Warning,Voltage Fluctuation
EVT-0000194,2025-05-20 16:34:54.948346,South,SUB-010,TR-010015,12.9716,77.5946,37.66,56.32,1.9,50.16,66.59,0.8964,50.0,-65.69,19.35,0.0,10.58,0,0.1268,58,Warning,Overload
EVT-0000195,2025-06-25 22:00:49.788158,South,SUB-010,TR-010016,12.9716,77.5946,41.0,15.87,0.61,49.95,15.64,0.9386,38.44,81.18,-9.2,0.0,2.37,0,0.0505,6,Normal,Normal
EVT-0000196,2025-06-01 03:24:08.282435,South,SUB-010,TR-010017,12.9716,77.5946,37.55,61.64,1.76,49.81,70.0,0.7588,56.0,88.85,17.13,0.0,15.86,0,0.192,65,Warning,Power Factor Anomaly
EVT-0000197,2025-05-25 06:36:30.039112,South,SUB-010,TR-010018,12.9716,77.5946,39.8,31.65,1.17,50.02,31.4,0.9307,41.0,23.22,-0.05,0.0,1.28,0,0.0111,11,Normal,Normal
EVT-0000198,2025-05-12 09:33:23.652468,South,SUB-010,TR-010019,12.9716,77.5946,36.82,77.32,2.11,50.2,86.01,0.7418,56.0,8.92,23.86,47.6,55.0,0,0.3625,81,High Risk,Overload
EVT-0000199,2025-04-11 00:36:40.852472,South,SUB-010,TR-010020,12.9716,77.5946,42.93,52.55,2.02,50.25,58.0,0.8952,50.0,-92.36,-8.33,0.0,30.46,0,0.1689,57,Warning,Transformer Fault
EVT-0000200,2025-06-11 14:20:31.057819,East,SUB-011,TR-011001,22.5726,88.3639,39.0,39.05,1.43,49.99,48.0,0.9407,42.43,4.61,9.84,0.0,4.28,0,0.0428,29,Normal,Normal
EVT-0000201,2025-06-29 14:22:56.053180,East,SUB-011,TR-011002,22.5726,88.3639,39.08,38.99,1.42,50.01,48.0,0.9345,38.77,25.64,-24.21,0.0,2.57,0,0.0387,25,Normal,Normal
EVT-0000202,2025-06-08 20:17:54.088504,East,SUB-011,TR-011003,22.5726,88.3639,42.2,53.86,2.05,50.15,58.0,0.9,50.0,18.19,39.61,2.95,26.32,0,0.1188,54,Warning,Generation Drop
EVT-0000203,2025-05-27 09:27:23.460875,East,SUB-011,TR-011004,22.5726,88.3639,38.73,50.71,1.82,49.9,66.0,0.9279,46.62,-22.99,9.8,0.0,7.25,0,0.0719,51,Warning,Unexpected Consumption
EVT-0000204,2025-05-22 05:33:11.017040,East,SUB-011,TR-011005,22.5726,88.3639,41.0,20.48,0.79,50.03,21.81,0.9426,35.72,-17.15,-21.33,0.0,12.0,0,0.0459,6,Normal,Normal
EVT-0000205,2025-05-08 16:14:10.047730,East,SUB-011,TR-011006,22.5726,88.3639,42.99,68.58,2.65,50.2,71.08,0.8977,50.0,-77.74,30.72,0.0,12.51,0,0.1704,68,Warning,Overload
EVT-0000206,2025-05-20 10:40:45.641001,East,SUB-011,TR-011007,22.5726,88.3639,42.73,81.26,2.94,49.79,84.0,0.8473,55.6,-24.12,2.19,0.0,9.65,0,0.2897,77,High Risk,Overload
EVT-0000207,2025-04-21 18:35:59.812276,East,SUB-011,TR-011008,22.5726,88.3639,39.8,20.18,0.76,50.05,29.79,0.9431,37.86,25.29,42.04,0.0,2.43,0,0.0175,10,Normal,Normal
EVT-0000208,2025-05-21 08:11:08.367404,East,SUB-011,TR-011009,22.5726,88.3639,40.5,49.33,1.89,49.92,48.0,0.9478,38.95,2.72,-8.09,0.0,12.0,0,0.0355,30,Low,Generation Drop
EVT-0000209,2025-06-18 07:50:29.123593,East,SUB-011,TR-011010,22.5726,88.3639,37.6,64.07,2.0,50.18,70.71,0.8315,50.0,52.08,23.59,0.0,5.12,0,0.1613,63,Warning,Generation Drop
EVT-0000210,2025-06-23 06:39:43.270467,East,SUB-011,TR-011011,22.5726,88.3639,42.61,59.0,2.11,50.24,58.98,0.8392,50.0,19.84,-3.98,0.0,7.5,0,0.1723,55,Warning,Generation Drop
EVT-0000211,2025-06-25 03:14:34.120476,East,SUB-011,TR-011012,22.5726,88.3639,39.17,13.08,0.49,50.09,15.0,0.9532,36.21,78.52,-3.25,0.0,3.46,0,0.052,7,Normal,Normal
EVT-0000212,2025-06-27 17:59:34.932889,East,SUB-011,TR-011013,22.5726,88.3639,36.86,67.22,2.17,50.21,65.12,0.8772,50.0,54.51,-13.04,0.0,18.86,0,0.1754,61,Warning,Generation Drop
EVT-0000213,2025-04-20 17:09:13.642175,East,SUB-011,TR-011014,22.5726,88.3639,45.11,84.18,2.96,49.67,85.0,0.78,63.0,86.64,17.31,0.0,17.38,0,0.5015,89,Critical,Voltage Fluctuation
EVT-0000214,2025-04-08 13:07:57.675743,East,SUB-011,TR-011015,22.5726,88.3639,39.45,36.95,1.37,49.9,48.0,0.9424,42.44,33.56,42.46,0.0,4.63,0,0.0419,32,Low,Generation Drop
EVT-0000215,2025-05-03 18:05:34.307642,East,SUB-011,TR-011016,22.5726,88.3639,43.43,50.59,1.98,50.19,58.0,0.9,50.0,-26.68,-33.52,0.0,4.16,0,0.1743,59,Warning,Compound Anomaly
EVT-0000216,2025-05-26 23:27:21.447589,East,SUB-011,TR-011017,22.5726,88.3639,41.0,10.74,0.42,50.05,15.0,0.9447,39.17,-22.78,-36.64,0.0,3.32,0,0.0494,8,Normal,Normal
EVT-0000217,2025-04-14 22:22:16.241616,East,SUB-011,TR-011018,22.5726,88.3639,39.2,13.54,0.5,50.06,19.98,0.9427,41.83,61.82,13.12,0.0,7.89,0,0.0444,10,Normal,Normal
EVT-0000218,2025-05-29 02:01:07.258523,East,SUB-011,TR-011019,22.5726,88.3639,42.14,33.13,1.24,50.02,40.0,0.8856,44.0,-12.53,-28.31,92.55,10.73,0,0.0951,31,Low,Communication Failure
EVT-0000219,2025-06-12 10:00:57.849986,East,SUB-011,TR-011020,22.5726,88.3639,37.08,69.03,2.12,50.16,78.29,0.8264,50.47,17.75,-1.26,0.0,29.04,0,0.2422,71,High Risk,Generation Drop
EVT-0000220,2025-04-24 19:27:15.347018,East,SUB-012,TR-012001,23.2599,77.4126,39.0,21.71,0.83,49.92,27.66,0.9812,38.15,4.77,-11.83,0.0,1.09,0,0.0563,15,Normal,Normal
EVT-0000221,2025-06-27 11:23:33.725622,East,SUB-012,TR-012002,23.2599,77.4126,41.0,37.02,1.44,50.08,48.0,0.95,42.03,65.51,-14.35,0.0,12.0,0,0.0562,30,Low,Generation Drop
EVT-0000222,2025-06-27 09:07:59.977735,East,SUB-012,TR-012003,23.2599,77.4126,39.3,42.93,1.57,50.03,48.0,0.931,41.89,-12.42,10.98,0.0,3.94,0,0.0344,25,Normal,Overload
EVT-0000223,2025-04-29 10:15:17.622269,East,SUB-012,TR-012004,23.2599,77.4126,40.25,43.13,1.65,50.0,48.0,0.9495,43.56,70.92,6.22,0.0,4.24,0,0.0107,24,Normal,Normal
EVT-0000224,2025-04-26 11:08:23.020961,East,SUB-012,TR-012005,23.2599,77.4126,36.92,72.58,2.41,49.85,84.0,0.9,50.26,-83.13,15.05,0.0,10.17,0,0.2705,75,High Risk,Overload
EVT-0000225,2025-05-11 00:38:22.150718,East,SUB-012,TR-012006,23.2599,77.4126,39.84,13.64,0.51,50.05,15.8,0.9407,37.55,-63.11,8.45,0.0,6.08,0,0.0155,1,Normal,Normal
EVT-0000226,2025-04-26 06:29:31.930776,East,SUB-012,TR-012007,23.2599,77.4126,40.83,32.45,1.27,50.03,43.09,0.9556,42.7,22.22,12.19,0.0,2.5,0,0.0386,26,Normal,Normal
EVT-0000227,2025-05-22 07:21:06.928769,East,SUB-012,TR-012008,23.2599,77.4126,39.0,52.54,1.97,49.94,48.0,0.9626,44.9,-22.77,-7.57,0.0,1.01,0,0.0513,33,Low,Communication Failure
EVT-0000228,2025-05-13 04:33:30.671700,East,SUB-012,TR-012009,23.2599,77.4126,45.18,82.19,2.73,50.34,85.0,0.7343,63.0,-128.67,-13.91,9.86,33.59,0,0.5219,87,Critical,Compound Anomaly
EVT-0000229,2025-06-04 03:26:36.449711,East,SUB-012,TR-012010,23.2599,77.4126,39.34,22.11,0.82,50.0,19.05,0.948,41.03,62.38,-0.45,0.0,5.24,0,0.0271,4,Normal,Normal
EVT-0000230,2025-05-20 13:57:08.360030,East,SUB-012,TR-012011,23.2599,77.4126,39.13,45.05,1.64,50.1,48.0,0.932,41.0,30.47,-1.12,0.0,6.87,0,0.0548,30,Low,Generation Drop
EVT-0000231,2025-05-17 10:12:10.954258,East,SUB-012,TR-012012,23.2599,77.4126,39.0,46.59,1.8,49.99,48.0,0.9904,43.46,-35.39,-25.28,0.0,1.85,0,0.0411,29,Normal,Normal
EVT-0000232,2025-04-09 07:01:51.785389,East,SUB-012,TR-012013,23.2599,77.4126,45.41,85.59,3.03,50.41,85.0,0.78,63.0,18.63,21.12,0.0,36.39,0,0.5297,88,Critical,Frequency Deviation
EVT-0000233,2025-04-15 09:26:18.853010,East,SUB-012,TR-012014,23.2599,77.4126,40.27,39.86,1.55,49.97,48.0,0.9637,42.65,4.28,-18.07,0.0,1.49,0,0.0165,24,Normal,Normal
EVT-0000234,2025-05-23 21:26:36.011235,East,SUB-012,TR-012015,23.2599,77.4126,40.56,16.04,0.6,49.9,15.87,0.9179,40.99,32.68,13.85,0.0,11.57,0,0.0418,8,Normal,Normal
EVT-0000235,2025-05-12 05:46:15.816938,East,SUB-012,TR-012016,23.2599,77.4126,39.0,5.0,0.19,50.08,15.0,0.9939,37.49,-12.02,-6.13,0.0,1.85,0,0.0562,9,Normal,Normal
EVT-0000236,2025-06-24 14:36:48.960094,East,SUB-012,TR-012017,23.2599,77.4126,40.01,39.86,1.52,50.05,48.0,0.9514,40.03,-51.37,16.62,0.0,6.47,0,0.0111,28,Normal,Normal
EVT-0000237,2025-05-31 07:49:13.425417,East,SUB-012,TR-012018,23.2599,77.4126,42.7,74.66,2.66,50.21,74.93,0.8332,51.49,-95.98,2.43,0.0,19.03,0,0.2133,69,Warning,Temperature Spike
EVT-0000238,2025-05-04 08:55:31.770426,East,SUB-012,TR-012019,23.2599,77.4126,42.97,72.34,2.8,49.76,84.0,0.9,53.83,-47.08,-18.09,0.0,8.9,0,0.2835,77,High Risk,Overload
EVT-0000239,2025-04-26 14:23:32.141751,East,SUB-012,TR-012020,23.2599,77.4126,37.05,74.98,2.33,49.77,90.0,0.84,58.15,-38.08,-10.11,0.0,12.31,0,0.377,88,Critical,Overload
EVT-0000240,2025-05-20 03:40:11.545881,East,SUB-013,TR-013001,21.1466,79.0882,43.55,81.75,2.64,50.32,85.0,0.7409,63.0,16.17,47.41,0.0,12.7,1,0.6499,100,Critical,Frequency Deviation
EVT-0000241,2025-04-28 19:56:54.413183,East,SUB-013,TR-013002,21.1466,79.0882,36.78,53.7,1.78,50.21,58.0,0.9,50.0,19.78,-25.35,0.0,38.0,0,0.1702,56,Warning,Generation Drop
EVT-0000242,2025-06-12 15:17:39.988107,East,SUB-013,TR-013003,21.1466,79.0882,42.41,72.9,2.57,49.8,84.0,0.8298,52.76,-4.46,4.41,0.0,7.09,0,0.2772,75,High Risk,Overload
EVT-0000243,2025-05-19 03:16:38.648931,East,SUB-013,TR-013004,21.1466,79.0882,39.91,27.67,1.03,50.02,25.67,0.9315,40.34,36.65,12.8,0.0,3.17,0,0.0084,12,Normal,Normal
